Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
3dc5d49d-9cac-7752-9217-bbb578a13434,2004-06-29,,999-28-5405,S99985069,,Ms.,Shaunna,Mante,,,,white,nonhispanic,F,Templeton  Massachusetts  US,353 Gulgowski Throughway,Taunton,Massachusetts,Bristol County,25005,02718,41.947868035407616,-71.15308410487326,31349.18,13688.20,29472
62c6b625-3814-c22b-8e0c-e09153720758,1971-11-28,,999-60-5064,S99955844,X76301268X,Mrs.,Oralee,Konopelski,,Beier,M,white,nonhispanic,F,Forestdale  Massachusetts  US,452 Turner Burg Unit 26,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.49632266067458,-73.30951078724183,306961.15,664362.10,26874
f882d36e-d64d-4cfb-392f-1c835fc8d718,1963-08-22,2000-04-07,999-60-4080,S99973670,X86586296X,Ms.,Merlyn,Franecki,,,S,white,nonhispanic,F,Naples  Campania  IT,392 Sipes Loaf,Sudbury,Massachusetts,Middlesex County,,00000,42.35251126917006,-71.38893734404867,121713.54,1469897.39,389776
17c0b8ba-46de-f0bb-ac1e-d95e088a812b,1969-07-04,,999-41-3926,S99921120,X19444076X,Mrs.,Nydia,Kunde,,Smitham,M,white,nonhispanic,F,Westfield  Massachusetts  US,681 Flatley Row Suite 65,Monterey,Massachusetts,Berkshire County,,00000,42.23080145318968,-73.24102168599049,277483.78,584400.60,24460
6b76d939-710e-258b-a0a3-671b0bc83a15,1963-08-22,2023-04-01,999-64-7323,S99910061,X33892009X,Ms.,Jenny,Bartell,,,S,white,nonhispanic,F,Palermo  Sicily  IT,913 Mayert Arcade Suite 3,Sudbury,Massachusetts,Middlesex County,,00000,42.39005135199404,-71.45145979523211,163605.73,926619.57,389776
f6636ee7-e32b-08d3-c081-9a370c047fcb,1959-12-09,2022-03-17,999-74-8565,S99956012,X44042311X,Mrs.,Aline,Cummerata,,Williamson,W,white,nonhispanic,F,Waltham  Massachusetts  US,702 Berge Heights,Springfield,Massachusetts,Hampden County,25013,01151,42.14021260702598,-72.57202765967224,933317.13,958979.97,47030
0c9f519e-fc60-51e5-2b91-e1f8bbebef8b,1969-02-20,,999-68-9596,S99936573,X35869486X,Mrs.,Hye,Waelchi,,Brown,M,white,nonhispanic,F,Lowell  Massachusetts  US,161 Abbott Bay,Holyoke,Massachusetts,Hampden County,25013,01040,42.179084740242416,-72.6800254259214,420264.41,457508.77,67975
26349521-22c8-c4c2-48b0-994d7a9348a3,1963-08-22,,999-17-7466,S99967407,X9227714X,Mrs.,Caprice,Sawayn,,Olson,M,white,nonhispanic,F,Rome  Lazio  IT,1000 Effertz Dale,Sudbury,Massachusetts,Middlesex County,,00000,42.342804750500044,-71.42079832930544,142446.41,418594.32,389776
bf844970-d74f-1e91-6ecc-63524a9af04e,1959-12-09,,999-47-7633,S99980409,X33714652X,Ms.,Monique,Weimann,,,S,white,nonhispanic,F,Randolph  Massachusetts  US,285 Parisian Trailer,Springfield,Massachusetts,Hampden County,25013,01105,42.15202994018331,-72.48142063690945,689963.15,305179.50,47030
691c36e7-277e-4b60-7f0a-c0ce1be51326,1943-03-04,2002-05-11,999-14-5542,S99957013,X67733615X,Mrs.,Marine,Jacobson,,Kessler,D,white,nonhispanic,F,Sharon  Massachusetts  US,249 Yost Avenue,Barre,Massachusetts,Worcester County,25027,01005,42.43530871787835,-72.13964644045053,451465.00,647475.33,88638
52cddcc9-7520-3f1b-ce38-5ac27186ccf6,1966-08-13,,999-38-1231,S99945345,X40253758X,Mrs.,Myung,Schinner,,Eichmann,D,white,nonhispanic,F,Rockland  Massachusetts  US,484 Olson Highlands Unit 32,Bourne,Massachusetts,Barnstable County,25001,02532,41.79267583956362,-70.58298029828737,362671.78,260684.98,41308
615dae97-4d0f-9f41-a9e3-57bf76b20e1e,1943-03-04,1968-01-28,999-65-7256,S99928422,X78459163X,Ms.,Leeanna,Boehm,,,,white,nonhispanic,F,Palmer  Massachusetts  US,683 Harvey Alley Apt 30,Barre,Massachusetts,Worcester County,25027,01005,42.393398683552704,-72.10975321997957,58873.22,244933.82,88638
e9f90026-564d-c1c6-810e-f98e0acfdab9,1971-02-24,2019-04-20,999-97-8928,S99960251,X83452209X,Mrs.,Paola,Hessel,,Von,M,black,nonhispanic,F,Holbrook  Massachusetts  US,490 Emmerich Course Apt 12,Beverly,Massachusetts,Essex County,25009,01915,42.55318438238678,-70.852498757726,631330.61,494459.49,86760
a7c90645-38dd-9f2e-60b6-b83db1b98b01,1956-01-08,2004-03-03,999-12-8986,S99963340,X63740305X,Ms.,Lorelei,McLaughlin,,,S,white,nonhispanic,F,Watertown  Massachusetts  US,925 Jerde Run,South Yarmouth,Massachusetts,Barnstable County,25001,02664,41.653774377504405,-70.21388985826776,915327.77,487413.33,73165
496c0f32-39dc-4d07-b879-9843a9119542,1950-10-20,,999-23-1025,S99910175,X60405923X,Mrs.,Ada,Luettgen,,Kuhn,M,white,nonhispanic,F,Medford  Massachusetts  US,957 Halvorson Mission Suite 27,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.4262101487809,-73.30483202213922,22413.98,1730755.40,20232
c9d75770-9f91-1ca9-c6a0-c99289aed0db,1971-02-24,,999-87-4484,S99933628,X54162254X,Ms.,Macie,Yost,,,S,black,nonhispanic,F,New Bedford  Massachusetts  US,573 Bernier Heights,Beverly,Massachusetts,Essex County,25009,01915,42.556511133849554,-70.88502925369984,652278.06,326795.34,86760
54c9159d-6cf7-74f3-65b7-f0fee41f62a3,2011-06-21,,999-25-7408,,,,Dimple,Friesen,,,,black,nonhispanic,F,Hopkinton  Massachusetts  US,622 McClure Orchard,Boston,Massachusetts,Suffolk County,25025,02135,42.283173474873244,-71.09423876767762,13668.94,10699.33,83029
4f32b993-09d8-c14a-4989-7d14b59568b0,2011-11-22,,999-38-8304,,,,Crysta,Bosco,,,,black,nonhispanic,F,Westport  Massachusetts  US,1015 Rau Manor Suite 48,Stoneham,Massachusetts,Middlesex County,25017,02180,42.44237261164233,-71.06038370191607,18668.30,0.00,58286
baa72203-fae0-71e6-4472-6eefa221ffa0,1943-03-04,,999-63-9865,S99999910,X15331134X,Mrs.,Charla,Wiegand,,Schamberger,M,white,nonhispanic,F,Sturbridge  Massachusetts  US,985 Dickinson Forge,Barre,Massachusetts,Worcester County,25027,01005,42.40886417628443,-72.06144553193597,526744.92,339846.16,88638
c88276a4-0aac-d7b3-70f6-5a79f6db4042,2013-01-12,,999-72-9994,,,,Noma,Veum,,,,white,nonhispanic,F,Boston  Massachusetts  US,108 Bayer Burg Suite 17,Quincy,Massachusetts,Norfolk County,25021,02169,42.32864621375011,-71.01825759895024,16420.47,630.77,77615
8dad4957-5ab1-916f-b672-8216b837eb76,1956-01-08,,999-26-3353,S99944400,X8709440X,Mrs.,Chastity,Goldner,,Abernathy,W,white,nonhispanic,F,Shrewsbury  Massachusetts  US,1030 Reichel Vale Suite 80,South Yarmouth,Massachusetts,Barnstable County,25001,02664,41.714011102251426,-70.23370450608981,366208.27,143454.37,73165
7741e90e-0638-664b-2cb0-683bc7332ff2,2015-06-24,,999-84-1949,,,,Katie,Glover,,,,white,nonhispanic,F,West Springfield  Massachusetts  US,277 O'Keefe Estate Apt 57,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.98850566959677,-71.01724704128924,9502.13,4509.01,119315
d00be233-0255-9f68-f41e-20ee591a5cd7,1949-02-07,2019-07-30,999-86-8432,S99978951,X70111142X,Ms.,Louetta,Windler,,,S,white,nonhispanic,F,Danvers  Massachusetts  US,1082 Swift Meadow,Duxbury,Massachusetts,Plymouth County,25023,02332,41.99770052116601,-70.65999493416648,257958.26,703524.87,185725
a0c9af56-b838-7ca0-8db5-63a750b53383,2013-08-04,,999-24-3449,,,,Tamie,Romaguera,,,,white,nonhispanic,F,Barnstable  Massachusetts  US,1069 Boyer Track,Worcester,Massachusetts,Worcester County,25027,01610,42.214494305977404,-71.75105013146239,6475.15,7226.79,30780
363cd75c-9e15-e874-e865-f05cd7f03a8c,1984-09-15,,999-18-5938,S99999568,X88512922X,Mrs.,María Cristina,Tejada,,Borrego,M,white,hispanic,F,Guatemala City  Guatemala  GT,780 Upton Parade,Saugus,Massachusetts,Essex County,25009,01906,42.46079477505865,-71.04578568286263,215342.62,917860.90,163070
99a3e401-4fad-90c0-b3a4-62e27ef5a837,1982-08-20,,999-84-4494,S99948626,X11254186X,Mrs.,Tyler,Simonis,,Koss,D,white,nonhispanic,F,Quincy  Massachusetts  US,203 Ward Arcade Unit 46,Lawrence,Massachusetts,Essex County,25009,01843,42.712889682398085,-71.1118562318034,123950.48,613682.76,24896
34e7ce69-3884-2c26-3732-00cd97420c58,1978-02-05,,999-79-8360,S99959928,X82938278X,Mrs.,Ela,Bashirian,,Kunze,M,white,nonhispanic,F,Fall River  Massachusetts  US,768 Strosin Drive,Somerville,Massachusetts,Middlesex County,25017,02143,42.40154768439203,-71.09089533855513,515607.08,524994.27,63974
bcf03d08-e567-fd54-b587-83e4913d6773,2015-11-06,,999-25-1945,,,,Lucienne,O'Connell,,,,white,nonhispanic,F,Acton  Massachusetts  US,296 Boehm Promenade Unit 51,Dennis,Massachusetts,Barnstable County,25001,02638,41.738472312327914,-70.17316251909999,14837.25,3185.38,41755
8b6a0da7-2119-e35b-a0e4-5e4f3f21bc35,2018-09-18,,999-67-9869,,,,Elia,Littel,,,,white,nonhispanic,F,Lawrence  Massachusetts  US,903 Krajcik Vista,Wellesley,Massachusetts,Norfolk County,25021,02457,42.32643300569472,-71.33023164467376,9124.37,759.76,203019
7a7be62a-3395-0279-046f-648227072e1e,2016-08-03,,999-40-9928,,,,Odessa,Runolfsson,,,,white,nonhispanic,F,Pocasset  Massachusetts  US,567 Schumm Pathway Unit 98,Templeton,Massachusetts,Worcester County,,00000,42.60638243723539,-72.0935495506339,12006.42,0.00,126025
2f1b0b5c-a6c9-2fa8-93ce-884d2dde847d,1949-07-10,,999-28-9038,S99976179,X41354861X,Mrs.,Donita,Crist,,Zemlak,M,white,nonhispanic,F,North Andover  Massachusetts  US,672 Hartmann Port Suite 43,Methuen,Massachusetts,Essex County,25009,01844,42.735696124137334,-71.20129326868242,449829.64,693579.39,26347
f632df0a-88ca-5824-20ac-b0f5ec4455f0,1976-12-31,,999-81-1449,S99951872,X1739097X,Mrs.,Teodora,Wolf,,Labadie,M,white,nonhispanic,F,Weymouth  Massachusetts  US,790 Lueilwitz Ferry,Arlington,Massachusetts,Middlesex County,25017,02474,42.46034683183603,-71.1413242709823,414979.95,200676.60,112248
be5f16cb-0132-29fd-feaf-cba3c2979d45,1992-09-03,,999-93-2200,S99944351,X47589635X,Mrs.,Leisha,Grady,,Buckridge,M,white,nonhispanic,F,Upton  Massachusetts  US,606 Wolf Crossroad Suite 83,Watertown,Massachusetts,Middlesex County,25017,02472,42.388418472004325,-71.17327652410799,158691.05,609659.87,484
0937eab3-bb4a-3dde-6840-009d8a84ec76,2016-03-21,,999-64-6205,,,,Manuela,Carrero,,,,white,hispanic,F,Santiago  Santiago Province  CL,121 Hyatt Trafficway Apt 96,Newburyport,Massachusetts,Essex County,25009,01950,42.796488865912835,-70.89919911852341,10093.88,0.00,87015
c9bf0e46-9675-e749-fa96-466240e29a64,2007-01-16,,999-54-9701,S99912123,,,Mindi,Bode,,,,white,nonhispanic,F,Barnstable  Massachusetts  US,386 Ritchie Meadow Apt 25,Leominster,Massachusetts,Worcester County,25027,01420,42.60533885672369,-71.7981229354382,2984.38,45892.55,1975
b5e02d91-29fe-e959-e7d9-498cf4abce3b,2005-03-20,,999-81-7315,S99991237,,Ms.,Marina,Wuckert,,,,asian,nonhispanic,F,Haverhill  Massachusetts  US,642 Crist Trafficway Apt 64,Wrentham,Massachusetts,Norfolk County,,00000,42.00763512196141,-71.40370596864368,42103.59,8753.30,182987
263b8716-f84a-0625-614e-cf04e6142339,1961-01-31,2021-01-13,999-31-8501,S99945371,X62319902X,Mrs.,Shawn,Klocko,,Waelchi,M,white,nonhispanic,F,Bolton  Massachusetts  US,817 Barrows Highlands,Whitman,Massachusetts,Plymouth County,,00000,42.11282904681715,-70.96667800563117,890179.62,556321.65,58936
f6c32dd3-1033-c012-331b-a2753ec67e51,1982-03-09,,999-42-2952,S99989742,X25810716X,Mrs.,Mellie,Veum,PhD,Rogahn,M,white,nonhispanic,F,New Bedford  Massachusetts  US,979 Nitzsche Manor,Worcester,Massachusetts,Worcester County,25027,01603,42.412775668464874,-71.75997996530221,198455.97,701733.73,57698
2755c002-33ab-6e94-4549-eb2e228363aa,1986-04-26,,999-17-3819,S99927388,X7157152X,Mrs.,Casimira,Terry,,Roob,M,asian,nonhispanic,F,Haiphong  Kiến An  VN,141 Powlowski Wall Apt 42,Brookline,Massachusetts,Norfolk County,25025,02215,42.329487287453716,-71.13545696654798,524078.70,891246.41,59461
cbbe7a02-ea36-98e4-c56a-80307ed229b9,1961-01-31,,999-40-6627,S99926586,X55558455X,Mrs.,Lucile,Casper,,Ferry,D,white,nonhispanic,F,Dover  Massachusetts  US,105 Parker Manor,Whitman,Massachusetts,Plymouth County,,00000,42.05178600498367,-70.97055211229483,477149.19,167725.72,58936
aa39d84a-91da-1245-dabe-8c0e7dec6445,1962-10-02,,999-36-6896,S99947955,X69108556X,Mrs.,Dominique,Stamm,,Abbott,M,black,nonhispanic,F,Everett  Massachusetts  US,284 Adams Drive,Springfield,Massachusetts,Hampden County,25013,01108,42.08471067660308,-72.57051044404176,19202.36,1526448.65,2266
e6c5af1c-2051-cf6e-096b-b54f4ac1cfe0,1962-10-04,,999-81-7131,S99978534,X69318605X,Mrs.,Ellyn,Bashirian,,Willms,M,white,nonhispanic,F,Amesbury  Massachusetts  US,594 MacGyver Manor Apt 72,Duxbury,Massachusetts,Plymouth County,25023,02332,42.08287622175002,-70.68794391804984,592575.06,334087.88,112571
6f33c425-87ec-8866-acc7-44061e7bb27b,1994-12-25,,999-33-8198,S99953024,X49414620X,Mrs.,Lynna,Sipes,,Simonis,M,white,nonhispanic,F,Andover  Massachusetts  US,720 Kulas Vale,Boston,Massachusetts,Suffolk County,25025,02136,42.40088149130436,-71.10308216379818,519006.61,236055.76,45137
ab675625-f914-530d-8cc2-9796d7280b10,1988-06-01,,999-18-4129,S99982106,X32928554X,Mrs.,Pamelia,Parker,,Ortiz,M,white,nonhispanic,F,Harvard  Massachusetts  US,1082 Skiles Highlands Suite 59,Ocean Grove,Massachusetts,Bristol County,,00000,41.71194565409391,-71.23539803231105,147668.80,656455.66,80656
be1d28c6-112f-cb89-c153-4921c6b593b9,1995-06-19,,999-77-9013,S99973412,X66012014X,Ms.,Dayle,Zieme,,,,asian,nonhispanic,F,Lawrence  Massachusetts  US,216 Lebsack Mission,Winthrop,Massachusetts,Suffolk County,25025,02152,42.376241202826115,-71.01893187323243,80088.12,147547.70,44219
7fcd7de9-cd46-4797-f704-6a34f2d497d3,1946-10-26,2012-10-27,999-30-4237,S99983440,X80219179X,Ms.,Dominique,Fahey,,,S,white,nonhispanic,F,Danvers  Massachusetts  US,762 Abshire Rest Suite 14,Framingham,Massachusetts,Middlesex County,25017,01702,42.23760866769579,-71.44393400999239,64853.66,1578224.79,7910
54ed99cc-c47e-fbcb-e364-66c16f313143,1941-01-14,2019-08-20,999-27-3808,S99985055,X59983924X,Mrs.,Breanne,O'Conner,,Hermann,M,black,nonhispanic,F,Gardner  Massachusetts  US,103 Emmerich Camp,Boston,Massachusetts,Suffolk County,25025,02121,42.34261610334556,-71.04628355000058,35086.91,1260764.76,3653
b8852c5a-61c3-5752-0cf6-3ea23fa57d70,1953-04-10,,999-55-9111,S99972051,X28571035X,Mrs.,Zona,Collins,,Hand,M,white,nonhispanic,F,Boston  Massachusetts  US,375 Bartoletti Alley,Newton,Massachusetts,Middlesex County,25017,02460,42.33237500387499,-71.18888362129013,344932.95,1059162.16,122277
8cf119a1-207e-10d6-c78e-db1811c10d08,1976-01-29,,999-73-8190,S99929456,X2735582X,Mrs.,Love,Haley,,Rempel,W,black,nonhispanic,F,Upton  Massachusetts  US,593 Crona Ferry Apt 62,Middleborough Center,Massachusetts,Plymouth County,,00000,41.940835191519064,-70.87896321720518,342268.25,368556.73,46987
50e3e689-35e2-f222-efce-f9ed5bd36533,1946-10-26,,999-87-6826,S99979850,X16560351X,Mrs.,Carmella,O'Keefe,,Hills,M,white,nonhispanic,F,Oxford  Massachusetts  US,942 Cremin Common,Framingham,Massachusetts,Middlesex County,25017,01701,42.31043841856697,-71.45377097778182,15022.87,590046.67,7910
fae5e282-aee6-eb33-bb0e-88a86c4d48bc,1970-02-05,,999-49-3523,S99985728,X39530420X,Mrs.,Queenie,Langworth,,Bartoletti,M,white,nonhispanic,F,Weymouth  Massachusetts  US,720 Mayert Mall Apt 89,Monson,Massachusetts,Hampden County,,00000,42.06033450566272,-72.35163956228767,12605.57,921776.29,20679
929dbc97-87f4-df03-b55a-93bb8651078c,2008-06-05,,999-48-1555,,,,Krystin,Lang,,,,asian,nonhispanic,F,Beijing  Beijing Municipality  CN,960 Koch Key Suite 33,Goshen,Massachusetts,Hampshire County,,00000,42.45177838564253,-72.8577718160084,2100.00,22465.80,21052
e1a0480d-f644-5361-6f0f-497cd93751f3,1941-01-14,,999-82-9694,S99911669,X49716223X,Mrs.,Lane,Witting,,Glover,W,black,nonhispanic,F,Ashby  Massachusetts  US,612 Koch Grove Unit 27,Boston,Massachusetts,Suffolk County,25025,02119,42.342787592847316,-71.05962905751865,374545.48,1940237.40,3653
d0ec5485-3593-3c47-b932-ecc40f149ed2,2016-05-25,,999-43-7914,,,,Seema,Rempel,,,,white,nonhispanic,F,Dartmouth  Massachusetts  US,629 Ratke Lodge,Dartmouth,Massachusetts,Bristol County,,00000,41.536662268056496,-70.93136552107478,10558.24,0.00,45439
8d1d5c37-b0f8-d319-1095-caa51ed3d673,1949-02-07,,999-45-5202,S99932782,X26289564X,Mrs.,Justine,Ziemann,,Osinski,W,white,nonhispanic,F,Hingham  Massachusetts  US,797 Rowe Overpass Apt 37,Duxbury,Massachusetts,Plymouth County,25023,02332,42.0386393629063,-70.75445704300041,266140.19,2001719.86,185725
2c4f372d-a677-67e4-01c7-18aeda019813,1990-07-02,,999-74-7052,S99983327,X78488166X,Mrs.,Eneida,Sawayn,,Watsica,M,black,nonhispanic,F,Mashpee  Massachusetts  US,415 Ritchie Dale Apt 34,Holden,Massachusetts,Worcester County,,00000,42.38293468765206,-71.8910903767309,524960.08,920838.33,104738
2f116be7-5abc-b124-e89a-b6492210774a,1955-11-02,,999-72-2844,S99914880,X71828418X,Mrs.,Etha,Tillman,,Berge,M,white,nonhispanic,F,Randolph  Massachusetts  US,114 Robel Pathway Suite 37,Barnstable,Massachusetts,Barnstable County,25001,02647,41.63788926322618,-70.35085483467547,368819.55,817009.14,182996
9deba9e5-0abb-aed3-e372-1ab54f77a872,1954-10-12,,999-78-7838,S99955635,X667523X,Mrs.,Pamula,Wiegand,,Hackett,M,white,nonhispanic,F,Randolph  Massachusetts  US,1095 White Loaf Unit 85,Marblehead,Massachusetts,Essex County,25009,01945,42.52086417897122,-70.9003766023651,254452.82,574156.14,160343
ca80737b-8c6f-928c-51f9-2a2f76422aed,2017-06-24,,999-56-6283,,,,Sherice,Pollich,,,,white,nonhispanic,F,Somerville  Massachusetts  US,1097 Waelchi Loaf Apt 68,Stoughton,Massachusetts,Norfolk County,,00000,42.15344254112799,-71.07449884030216,9371.59,0.00,70146
de0729af-160d-66c0-e7bb-7be6dbc64b1e,2014-02-27,,999-49-4882,,,,Delphine,Braun,,,,white,nonhispanic,F,Boston  Massachusetts  US,868 Marvin Lock Apt 96,Mansfield,Massachusetts,Bristol County,,00000,42.032082322328804,-71.19833626940763,17673.11,336.42,157562
9993ec1c-b011-f66d-48b3-b2d2ca609bc3,2007-07-16,,999-20-8503,,,,Luba,Shields,,,,white,nonhispanic,F,Boston  Massachusetts  US,399 Morissette Trafficway,Worcester,Massachusetts,Worcester County,25027,01607,42.251709545223996,-71.84475879956229,31593.88,7251.22,69400
81567125-9deb-aac7-d9b5-78aa3927a1b9,2003-08-04,,999-61-3855,S99929078,,Ms.,Celesta,Kris,,,,white,nonhispanic,F,Andover  Massachusetts  US,399 Corwin Underpass,Randolph,Massachusetts,Norfolk County,25021,02368,42.21993885914567,-71.07345295969891,32230.63,100239.50,966401
5df0ff40-4383-845e-4218-004e77f1693d,2020-04-15,,999-79-1574,,,,Victor,Leffler,,,,white,nonhispanic,F,Nizhny Novgorod  Nizhny Novgorod Oblast  RU,581 Weissnat Park,Rutland,Massachusetts,Worcester County,25027,01543,42.40128437433204,-71.94055896743976,6671.13,0.00,70961
e8e6d0ab-3208-64ff-14f9-429cd475ff81,1963-05-30,,999-71-3962,S99950632,X41634150X,Ms.,Becky,O'Keefe,,,S,black,nonhispanic,F,Chelsea  Massachusetts  US,836 Labadie Promenade,Boston,Massachusetts,Suffolk County,25025,02131,42.362144716647784,-71.08406285549057,209713.39,1462710.85,139411
cbab4c2f-65f3-9174-a10e-79acc859552e,2007-10-05,,999-66-7334,,,,Elfrieda,Aufderhar,,,,white,nonhispanic,F,Easthampton  Massachusetts  US,998 Oberbrunner Highlands,Shrewsbury,Massachusetts,Worcester County,,00000,42.292558365197856,-71.75256014486202,19276.83,7365.46,44991
99cc5590-1a80-fb58-357f-d46571991f5b,2008-11-25,,999-57-2611,,,,Johnny,Thompson,,,,white,nonhispanic,F,Springfield  Massachusetts  US,363 Wiegand Knoll,Tewksbury,Massachusetts,Middlesex County,,00000,42.60019460496822,-71.24587039609736,48608.96,258894.77,134340
378965d2-9501-09aa-abe5-4d0a6860c42f,1985-05-12,,999-11-8545,S99911645,X55719840X,Mrs.,Aisha,Waelchi,,Hessel,M,white,nonhispanic,F,Truro  Massachusetts  US,975 Fadel Key,Brockton,Massachusetts,Plymouth County,25023,02302,42.046121291325825,-71.00942195068802,106432.57,1120292.10,23660
f0041f8b-4eea-3aed-4179-75bdb170b3e7,1964-07-22,,999-53-4922,S99941374,X6909392X,Ms.,Bernice,Barton,,,S,white,nonhispanic,F,Boston  Massachusetts  US,852 Rohan Wall,Halifax,Massachusetts,Plymouth County,,00000,42.02725047558924,-70.8667631913356,899432.68,179933.73,68977
e7dac0e3-b56d-cd70-8171-e66fcf99b95a,1958-06-17,,999-34-5006,S99988468,X58844610X,Ms.,Elmer,Lubowitz,,,S,asian,nonhispanic,F,Boston  Massachusetts  US,718 Hodkiewicz Bay,Hanover,Massachusetts,Plymouth County,,00000,42.10852830879334,-70.89260605515685,541967.36,50556.23,97377
b87d9ce9-cfc7-3ca2-f8b8-5d704896de8e,1964-10-16,2011-05-26,999-80-5499,S99925851,X1592125X,Ms.,Jeni,Schumm,,,S,white,nonhispanic,F,Boston  Massachusetts  US,1029 Oberbrunner Lodge Suite 41,Halifax,Massachusetts,Plymouth County,,00000,42.035053302535566,-70.82924761546178,197365.20,641319.89,199933
ec331cca-8ecf-a492-2df9-2a29fc1fb329,1995-08-21,,999-36-1529,S99966055,X2460144X,Ms.,Scarlet,Jaskolski,,,,white,nonhispanic,F,Lee  Massachusetts  US,402 Murphy Light Unit 49,Agawam,Massachusetts,Hampden County,25013,01001,42.05628149633772,-72.71517597039508,66520.38,17356.32,133454
2d18254d-693a-a6f1-a275-826273d4ea4d,1985-09-21,2019-01-07,999-49-5159,S99991162,X65441252X,Mrs.,Dori,Donnelly,,Schaden,M,white,hispanic,F,Ludlow  Massachusetts  US,891 Grady Dale,North Adams,Massachusetts,Berkshire County,25003,01247,42.67956550268946,-73.14021592157918,12625.63,769022.94,17287
63ae57ad-1c3e-283b-a00a-ac935380cd31,2001-11-12,,999-18-8235,S99940313,X66851780X,Ms.,Juanita,Quitzon,,,,white,nonhispanic,F,Northampton  Massachusetts  US,301 Bayer Flat Unit 21,Andover,Massachusetts,Essex County,25009,01810,42.695474566079874,-71.15165704882475,74901.05,168610.42,559957
71320fb7-573c-5e05-109a-6c27127fd139,1964-10-16,,999-91-5636,S99996660,X74356081X,Mrs.,April,Breitenberg,,Zboncak,W,white,nonhispanic,F,Falmouth  Massachusetts  US,214 Jaskolski Passage,Halifax,Massachusetts,Plymouth County,,00000,42.02880950892514,-70.87541946811702,231098.32,1444135.60,199933
af27eaaf-efe0-fef3-767a-4a88e2f39c4b,1985-09-21,,999-93-7072,S99910391,X58997069X,Mrs.,Morgan,Hoeger,,Feest,D,white,hispanic,F,Savoy  Massachusetts  US,167 Pouros Light Unit 53,North Adams,Massachusetts,Berkshire County,25003,01247,42.64175247608911,-73.0742420254257,13436.49,586838.87,17287
74476d9d-cd88-0853-ff96-321da96a4bf2,2009-08-20,,999-53-3383,,,,Nita,Keeling,,,,white,nonhispanic,F,Worcester  Massachusetts  US,736 Jast Meadow Apt 44,Plymouth,Massachusetts,Plymouth County,25023,02360,41.88549668720114,-70.63768369250514,2450.00,34054.88,5218
770765d3-42aa-1e22-a33c-ddb7a0e91809,1993-05-22,,999-45-8958,S99981728,X67110526X,Mrs.,Vicky,Veum,,Mayert,M,white,nonhispanic,F,Quincy  Massachusetts  US,454 Senger Gardens,Watertown,Massachusetts,Middlesex County,25017,02472,42.38314435776726,-71.19901037564635,56149.03,460143.98,25755
d635575a-0984-2da0-a4c9-686f25707d80,2014-03-14,,999-90-4169,,,,Veronika,Morar,,,,black,nonhispanic,F,Middleborough  Massachusetts  US,563 Bernhard Light,Walpole,Massachusetts,Norfolk County,25021,02081,42.09891362013263,-71.23030737774884,1200.00,10786.56,19907
c3008268-457d-29f0-5539-97824fa72a30,1986-11-03,,999-84-8083,S99951292,X7063129X,Mrs.,Kathlyn,Turcotte,,Rolfson,M,white,nonhispanic,F,Natick  Massachusetts  US,592 Swift Approach,Boston,Massachusetts,Suffolk County,25025,02132,42.3881216107582,-70.99085674469858,10672.20,609590.23,14681
1d4276ce-48c6-e318-9778-4aec2a1d400d,2021-02-28,,999-57-6515,,,,Erma,Mann,,,,white,nonhispanic,F,Salem  Massachusetts  US,670 Frami Union,Walpole,Massachusetts,Norfolk County,25021,02081,42.15888263885708,-71.27989926934555,450.00,5959.71,16373
695cbfd3-284f-bd14-0bf6-991cc3061ef4,1966-10-24,,999-90-8027,S99933845,X29169193X,Ms.,Danyel,Waters,,,S,white,nonhispanic,F,Natick  Massachusetts  US,756 Ondricka Station,Worcester,Massachusetts,Worcester County,25027,01608,42.35204346524106,-71.8177622427987,353499.07,905037.03,128496
2334ac0f-299a-d1ba-7635-4926b99a24fd,1995-07-09,,999-92-3870,S99991475,X10344018X,Ms.,Carlota,Luevano,,,,white,hispanic,F,San Jose  San Jose  CR,262 Klocko Bay,Lynn,Massachusetts,Essex County,25009,01902,42.49000377163714,-70.97030876692268,71890.78,158306.86,91328
838848a4-891c-e89a-43e7-47e87cf4f7c0,1964-02-12,,999-41-4651,S99925566,X41117113X,Mrs.,Reginia,Bechtelar,,Armstrong,M,black,nonhispanic,F,Westfield  Massachusetts  US,1030 Jacobson Ville,Falmouth,Massachusetts,Barnstable County,25001,02540,41.52543120639365,-70.59384280550567,886082.00,154872.92,63226
b620e3f6-743d-fd27-968e-8aee6926326a,2013-11-25,,999-70-7395,,,,Frieda,Bergstrom,,,,white,nonhispanic,F,Boston  Massachusetts  US,1029 McLaughlin Bridge Apt 81,Barre,Massachusetts,Worcester County,25027,01005,42.37235447116667,-72.11830082680419,14356.29,0.00,81429
